id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
4629,2019-11-01,,Month-to-month,Yes,Mailed check,65.25,209.9,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,0
4630,2019-01-01,,Month-to-month,Yes,Mailed check,50.55,610.75,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
4631,2017-01-01,2019-10-01,Month-to-month,Yes,Electronic check,104.4,3409.6,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
4632,2020-01-01,,Month-to-month,Yes,Mailed check,70.7,70.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4633,2019-10-01,,Month-to-month,No,Mailed check,45.25,155.35,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4634,2019-12-01,,Month-to-month,Yes,Electronic check,70.3,144.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4635,2014-02-01,,Two year,Yes,Credit card (automatic),108.95,7875.0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4636,2017-01-01,,Month-to-month,No,Mailed check,26.45,911.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
4637,2018-07-01,2019-10-01,Month-to-month,No,Electronic check,86.2,1270.2,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No,1
4638,2018-03-01,,One year,Yes,Credit card (automatic),19.65,478.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4639,2017-05-01,2019-11-01,Month-to-month,No,Credit card (automatic),51.2,1561.5,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
4640,2016-08-01,,One year,Yes,Electronic check,19.05,761.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4641,2017-06-01,,One year,No,Mailed check,74.75,2282.95,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes,0
4642,2018-04-01,,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
4643,2016-08-01,,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,0
4644,2019-06-01,,Month-to-month,No,Mailed check,44.45,369.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
4645,2014-09-01,,Two year,Yes,Credit card (automatic),104.3,6725.3,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
4646,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,19.5,31.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
4647,2014-04-01,,Two year,Yes,Bank transfer (automatic),89.0,6293.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
4648,2018-04-01,,Month-to-month,No,Credit card (automatic),20.15,432.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
4649,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,74.9,321.75,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
4650,2019-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),74.9,147.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
4651,2014-07-01,,Two year,No,Bank transfer (automatic),36.15,2434.45,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
4652,2018-01-01,,Month-to-month,Yes,Credit card (automatic),19.2,532.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4653,2018-06-01,,Month-to-month,No,Bank transfer (automatic),19.25,375.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
4654,2019-12-01,,Month-to-month,Yes,Credit card (automatic),61.2,125.95,DSL,Yes,No,No,No,No,Yes,Female,0,No,Yes,No,0
4655,2015-11-01,,Two year,No,Mailed check,20.45,1042.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4656,2016-04-01,,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
4657,2017-09-01,2019-10-01,Month-to-month,Yes,Electronic check,100.25,2387.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,1
4658,2019-01-01,,Month-to-month,No,Mailed check,44.0,659.35,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,0
4659,2017-11-01,2019-12-01,Month-to-month,Yes,Mailed check,102.8,2660.2,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,1
4660,2017-12-01,,One year,No,Mailed check,50.35,1285.8,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
4661,2016-06-01,2020-01-01,One year,Yes,Electronic check,100.0,4211.55,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,1
4662,2018-07-01,,Month-to-month,Yes,Electronic check,20.0,377.55,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
4663,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,99.85,990.9,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,1
4664,2019-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,Yes,Yes,1
4665,2014-02-01,,Two year,Yes,Bank transfer (automatic),86.4,6058.95,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4666,2018-08-01,,Month-to-month,Yes,Credit card (automatic),58.4,964.9,DSL,Yes,Yes,No,No,No,No,Male,1,No,No,Yes,0
4667,2019-04-01,2020-01-01,Month-to-month,Yes,Electronic check,83.85,790.15,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,Yes,1
4668,2017-10-01,2020-01-01,Month-to-month,No,Credit card (automatic),88.3,2467.75,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,1
4669,2018-02-01,,Month-to-month,Yes,Electronic check,94.1,2322.85,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
4670,2014-01-01,2019-10-01,One year,Yes,Bank transfer (automatic),104.05,7262.0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,1
4671,2016-04-01,,Two year,Yes,Credit card (automatic),108.9,4854.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4672,2014-02-01,,Two year,Yes,Bank transfer (automatic),107.4,7748.75,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,1,No,No,Yes,0
4673,2018-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,1
4674,2014-04-01,,Month-to-month,Yes,Electronic check,90.85,6470.1,Fiber optic,Yes,No,No,No,No,Yes,Female,1,Yes,No,Yes,0
4675,2019-12-01,,Month-to-month,No,Electronic check,19.9,57.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4676,2017-07-01,,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,DSL,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
4677,2015-02-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
4678,2018-10-01,,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
4679,2015-10-01,,Two year,No,Credit card (automatic),25.6,1334.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
4680,2019-01-01,,Month-to-month,Yes,Mailed check,19.85,252.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4681,2017-03-01,,One year,No,Mailed check,20.75,700.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4682,2015-03-01,,Two year,No,Electronic check,95.8,5655.45,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
4683,2014-02-01,,Month-to-month,Yes,Electronic check,94.65,6747.35,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
4684,2014-05-01,2019-11-01,Two year,Yes,Bank transfer (automatic),80.55,5265.1,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
4685,2016-01-01,,Two year,No,Credit card (automatic),106.65,5174.35,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0
4686,2019-12-01,,Month-to-month,Yes,Mailed check,45.85,105.6,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
4687,2018-05-01,,Month-to-month,Yes,Electronic check,104.35,2271.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,0
4688,2015-08-01,,One year,Yes,Electronic check,55.45,2966.95,DSL,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
4689,2018-01-01,2020-01-01,Month-to-month,Yes,Electronic check,78.85,1772.25,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,Yes,1
4690,2020-01-01,,Month-to-month,No,Electronic check,61.15,61.15,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,Yes,0
4691,2019-08-01,,Month-to-month,Yes,Electronic check,78.95,494.95,Fiber optic,Yes,Yes,No,No,No,No,Male,0,No,No,No,0
4692,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,44.45,44.45,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
4693,2016-01-01,,One year,Yes,Credit card (automatic),109.2,5290.45,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,0
4694,2015-06-01,,Two year,Yes,Credit card (automatic),61.3,3346.8,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,0
4695,2015-06-01,,Month-to-month,Yes,Electronic check,96.85,5219.65,Fiber optic,Yes,Yes,No,No,No,Yes,Female,1,No,No,Yes,0
4696,2019-08-01,,Two year,No,Mailed check,40.55,217.5,DSL,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
4697,2017-06-01,,One year,No,Mailed check,19.8,607.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4698,2015-12-01,,One year,Yes,Electronic check,108.25,5431.4,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
4699,2015-04-01,,One year,Yes,Bank transfer (automatic),105.05,6004.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
4700,2014-09-01,,Two year,Yes,Mailed check,90.45,5957.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
4701,2014-10-01,,Two year,Yes,Credit card (automatic),86.4,5442.05,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
4702,2014-08-01,,Two year,No,Bank transfer (automatic),66.9,4370.25,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
4703,2016-12-01,,One year,Yes,Electronic check,110.7,4428.6,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4704,2018-06-01,,One year,Yes,Mailed check,20.0,416.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
4705,2017-01-01,2020-01-01,Month-to-month,Yes,Electronic check,84.9,3067.2,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
4706,2014-10-01,,One year,No,Electronic check,102.1,6688.1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,0
4707,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
4708,2015-02-01,,One year,Yes,Credit card (automatic),70.15,4224.7,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,0
4709,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,74.35,74.35,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,1
4710,2015-12-01,,One year,Yes,Bank transfer (automatic),80.05,4042.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
4711,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,62.05,62.05,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,1
4712,2014-02-01,,Two year,Yes,Electronic check,49.2,3580.95,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,No,0
4713,2015-02-01,,Two year,Yes,Bank transfer (automatic),20.5,1198.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
4714,2016-04-01,,Two year,No,Mailed check,38.25,1755.35,DSL,Yes,No,Yes,Yes,No,No,Male,0,No,No,No,0
4715,2014-05-01,,Two year,Yes,Credit card (automatic),54.95,3772.5,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
4716,2017-07-01,,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,Fiber optic,No,No,Yes,Yes,Yes,No,Male,1,No,No,Yes,0
4717,2018-07-01,,One year,No,Mailed check,19.9,357.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4718,2014-03-01,,Two year,No,Credit card (automatic),19.9,1397.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4719,2019-02-01,,Month-to-month,Yes,Electronic check,84.6,959.9,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
4720,2016-07-01,2019-10-01,One year,No,Credit card (automatic),80.0,3182.95,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,1
4721,2016-06-01,,One year,Yes,Bank transfer (automatic),85.25,3704.15,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
4722,2015-06-01,,Two year,No,Credit card (automatic),81.25,4620.4,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
4723,2014-02-01,,Two year,Yes,Bank transfer (automatic),115.5,8312.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4724,2019-07-01,2019-12-01,Month-to-month,No,Mailed check,104.1,541.9,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
4725,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
4726,2017-10-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),39.1,971.3,DSL,Yes,No,No,No,No,Yes,Male,1,Yes,No,No,1
4727,2018-11-01,,Month-to-month,Yes,Electronic check,94.65,1285.05,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,No,0
4728,2014-02-01,,Two year,Yes,Mailed check,20.8,1521.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4729,2015-06-01,,Two year,No,Credit card (automatic),59.5,3389.25,DSL,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0
4730,2014-10-01,,Two year,Yes,Bank transfer (automatic),20.05,1198.05,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
4731,2017-04-01,,Month-to-month,Yes,Electronic check,100.45,3414.65,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
4732,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,76.5,162.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
4733,2017-03-01,,One year,No,Bank transfer (automatic),20.6,754.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4734,2018-04-01,,One year,No,Credit card (automatic),20.3,467.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4735,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,49.2,216.9,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,1
4736,2019-05-01,,One year,No,Mailed check,39.55,373.0,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0
4737,2019-02-01,2020-01-01,Month-to-month,No,Credit card (automatic),23.15,245.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
4738,2018-03-01,,One year,No,Mailed check,20.45,481.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4739,2019-08-01,2019-12-01,Month-to-month,No,Electronic check,80.85,302.75,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,1
4740,2014-06-01,,Two year,No,Bank transfer (automatic),25.25,1728.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
4741,2017-05-01,,Month-to-month,No,Electronic check,91.25,2964.05,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,0
4742,2017-07-01,,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,No,0
4743,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,60.1,60.1,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Yes,1
4744,2015-06-01,,Two year,No,Bank transfer (automatic),19.7,1051.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4745,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,78.95,78.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
4746,2014-08-01,,One year,Yes,Electronic check,75.1,5013.0,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
4747,2014-02-01,,Two year,No,Bank transfer (automatic),25.0,1738.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
4748,2017-04-01,,Month-to-month,No,Credit card (automatic),69.15,2275.1,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
4749,2015-04-01,,Month-to-month,Yes,Electronic check,91.55,5511.65,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,No,0
4750,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,45.15,98.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
4751,2017-01-01,,Two year,No,Credit card (automatic),35.8,1316.9,DSL,No,No,No,No,Yes,No,Male,0,No,No,No,0
4752,2014-03-01,,Two year,Yes,Credit card (automatic),113.15,7993.3,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
4753,2020-01-01,,One year,No,Credit card (automatic),19.85,19.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4754,2014-03-01,,Two year,No,Credit card (automatic),19.8,1388.45,Fiber optic,No,No,No,No,No,No,Male,1,Yes,Yes,No,0
4755,2017-03-01,,One year,No,Electronic check,19.9,666.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
4756,2019-08-01,,One year,No,Mailed check,19.7,94.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4757,2019-07-01,2019-10-01,Month-to-month,Yes,Electronic check,79.4,244.65,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
4758,2014-05-01,,One year,No,Bank transfer (automatic),59.1,4134.7,DSL,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
4759,2016-05-01,2020-01-01,One year,Yes,Mailed check,53.95,2375.4,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,1
4760,2015-09-01,,One year,Yes,Electronic check,91.15,4862.5,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,0
4761,2018-01-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
4762,2019-09-01,,Month-to-month,Yes,Electronic check,68.95,351.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
4763,2019-12-01,,Month-to-month,No,Mailed check,51.55,106.2,DSL,No,Yes,No,No,No,No,Female,0,No,Yes,No,0
4764,2014-12-01,,Two year,Yes,Mailed check,24.4,1413.0,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
4765,2018-07-01,,Month-to-month,Yes,Electronic check,96.8,1743.05,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
4766,2019-05-01,,Month-to-month,No,Mailed check,70.05,657.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4767,2015-09-01,,Two year,No,Credit card (automatic),19.5,1050.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4768,2019-09-01,,Month-to-month,No,Mailed check,78.75,426.35,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,0
4769,2014-03-01,,One year,No,Electronic check,69.2,4982.5,DSL,Yes,Yes,No,No,Yes,No,Female,1,Yes,Yes,Yes,0
4770,2020-01-01,,Month-to-month,Yes,Mailed check,19.55,19.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4771,2018-04-01,2019-10-01,Month-to-month,Yes,Electronic check,80.65,1451.9,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
4772,2014-02-01,,Two year,Yes,Electronic check,103.65,7634.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
4773,2019-10-01,,Month-to-month,No,Mailed check,54.7,235.05,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,No,No,0
4774,2015-03-01,,Two year,No,Credit card (automatic),54.15,3116.15,DSL,No,No,Yes,No,No,No,Male,0,No,No,Yes,0
4775,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,71.1,71.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
4776,2017-07-01,,Month-to-month,Yes,Electronic check,84.85,2633.4,Fiber optic,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,0
4777,2019-11-01,,Month-to-month,No,Bank transfer (automatic),20.0,49.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
4778,2014-08-01,2020-01-01,One year,Yes,Electronic check,106.25,6979.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
4779,2016-01-01,,One year,Yes,Credit card (automatic),99.25,4920.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
4780,2019-12-01,,Month-to-month,No,Mailed check,19.35,46.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4781,2015-06-01,2019-11-01,One year,No,Bank transfer (automatic),20.8,1021.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
4782,2015-07-01,,One year,Yes,Electronic check,94.75,5276.1,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,Yes,No,No,0
4783,2014-02-01,,Two year,Yes,Credit card (automatic),114.05,8289.2,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
4784,2017-02-01,,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,0
4785,2019-04-01,,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4786,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,94.0,94.0,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
4787,2014-02-01,,Two year,No,Bank transfer (automatic),80.85,5824.75,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
4788,2017-10-01,,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
4789,2016-12-01,,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,Fiber optic,Yes,No,No,No,Yes,No,Male,0,Yes,No,Yes,0
4790,2015-01-01,,One year,Yes,Electronic check,118.6,7365.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
4791,2015-10-01,,Two year,No,Mailed check,24.55,1331.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
4792,2014-07-01,,One year,Yes,Mailed check,19.45,1195.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4793,2017-04-01,,Two year,Yes,Credit card (automatic),116.15,3946.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,0
4794,2015-08-01,,Two year,No,Electronic check,80.6,4299.95,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
4795,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
4796,2018-09-01,2019-12-01,Month-to-month,No,Electronic check,89.85,1424.95,Fiber optic,No,Yes,No,No,No,Yes,Female,1,No,No,Yes,1
4797,2019-06-01,2019-10-01,Month-to-month,Yes,Mailed check,46.0,193.6,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
4798,2019-02-01,2019-11-01,Month-to-month,No,Mailed check,66.25,620.55,DSL,No,Yes,No,Yes,Yes,No,Female,0,No,No,No,1
4799,2016-04-01,,Month-to-month,Yes,Electronic check,99.8,4391.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,No,0
4800,2017-12-01,2019-10-01,Month-to-month,Yes,Electronic check,90.0,1993.8,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,1
4801,2016-08-01,2019-10-01,One year,Yes,Bank transfer (automatic),70.45,2597.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
4802,2015-07-01,,One year,Yes,Credit card (automatic),75.0,4213.9,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
4803,2014-10-01,,One year,No,Credit card (automatic),80.3,5017.7,Fiber optic,Yes,No,Yes,No,No,No,Male,1,Yes,No,No,0
4804,2015-06-01,2019-11-01,Two year,No,Bank transfer (automatic),19.75,1052.35,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,1
4805,2015-04-01,,Two year,Yes,Electronic check,84.3,4916.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4806,2015-06-01,,One year,Yes,Bank transfer (automatic),54.05,2959.8,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
4807,2014-02-01,,Two year,Yes,Credit card (automatic),104.9,7559.55,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4808,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,53.95,53.95,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,No,1
4809,2014-02-01,,One year,Yes,Credit card (automatic),97.25,7133.1,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,0
4810,2018-04-01,,Month-to-month,No,Electronic check,83.05,1799.3,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,0
4811,2019-04-01,2019-12-01,Month-to-month,Yes,Electronic check,105.5,829.55,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,1
4812,2018-08-01,2019-12-01,Month-to-month,Yes,Electronic check,81.0,1312.15,Fiber optic,No,No,No,No,Yes,No,Female,0,No,Yes,No,1
4813,2016-11-01,,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,DSL,No,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
